,algorithm,env_name,budget,incumbent,mean_performance,method
0,ppo,atari_qbert,16,-0.1971318374897297,-0.046543057731968894,smac
1,ppo,atari_qbert,16,0.1929828371594678,0.03684114331909037,rs
2,ppo,atari_double_dunk,16,-0.493233222098628,-0.07725018539117523,smac
3,ppo,atari_double_dunk,16,0.0703559510567295,0.021609658880237213,rs
4,ppo,atari_this_game,16,-0.6191904969509954,-0.22595684694261484,smac
5,ppo,atari_this_game,16,0.7929659544070261,0.24987817072850074,rs
6,ppo,atari_battle_zone,16,-0.5684674731873254,-0.2713702442465439,smac
7,ppo,atari_battle_zone,16,0.6647188527815873,0.2447905168871779,rs
8,ppo,box2d_lunar_lander,16,-0.8025164346852388,-0.210616426905284,smac
9,ppo,box2d_lunar_lander,16,1.0,0.1611481669972982,rs
10,ppo,box2d_bipedal_walker,16,-0.842801288281398,-0.3447125236194012,smac
11,ppo,box2d_bipedal_walker,16,0.8098080842007453,0.31969024171067395,rs
12,ppo,cc_acrobot,16,-0.9822634954552042,-0.801463470960809,smac
13,ppo,cc_acrobot,16,0.9977838456638708,0.6595634825790704,rs
14,ppo,cc_cartpole,16,-0.960407718161945,-0.6213624083543896,smac
15,ppo,cc_cartpole,16,0.9927397436938464,0.618817339434496,rs
16,ppo,cc_mountain_car,16,0.0,0.0,smac
17,ppo,cc_mountain_car,16,0.3356483577801106,0.020978022361256912,rs
18,ppo,cc_pendulum,16,-0.5995986974477311,-0.2580661212160235,smac
19,ppo,cc_pendulum,16,0.4989143632200322,0.26704203629058654,rs
20,ppo,cc_continuous_mountain_car,16,-0.9809798810950616,-0.7001302582775872,smac
21,ppo,cc_continuous_mountain_car,16,0.9891295536104908,0.5376883529802161,rs
22,ppo,minigrid_door_key,16,-0.999959184567067,-0.18949827881565076,smac
23,ppo,minigrid_door_key,16,0.9998104453357358,0.22602285676117317,rs
24,ppo,minigrid_empty_random,16,-0.9980683684103808,-0.3840644327813874,smac
25,ppo,minigrid_empty_random,16,0.999520709128155,0.5756827610044946,rs
26,ppo,minigrid_four_rooms,16,-0.7128690360402647,-0.11165246305176371,smac
27,ppo,minigrid_four_rooms,16,0.7526587053570877,0.18196914946224985,rs
28,ppo,minigrid_unlock,16,-0.4619809258640587,-0.05881520544786499,smac
29,ppo,minigrid_unlock,16,0.0693948241447538,0.005409462597252325,rs
30,ppo,brax_ant,16,-0.9026370727478928,-0.3735025043016458,smac
31,ppo,brax_ant,16,0.5463945106871003,0.19401499425362667,rs
32,ppo,brax_halfcheetah,16,-0.6449562880488267,-0.09098545938778636,smac
33,ppo,brax_halfcheetah,16,0.5156732815234614,0.11652119270597407,rs
34,ppo,brax_hopper,16,-0.9343653693839266,-0.3126910708252716,smac
35,ppo,brax_hopper,16,0.8075254192968416,0.4248948376598486,rs
36,ppo,brax_humanoid,16,-0.9697702413210676,-0.36465962834929305,smac
37,ppo,brax_humanoid,16,0.8348046737677933,0.26223382904197606,rs
38,dqn,atari_qbert,16,-0.3128330814729092,-0.13471230327899475,smac
39,dqn,atari_qbert,16,0.2292836246286834,0.0444142791367543,rs
40,dqn,atari_double_dunk,16,-0.6566892243623113,-0.27431188183237887,smac
41,dqn,atari_double_dunk,16,0.6495314940135345,0.17934181415929196,rs
42,dqn,atari_this_game,16,-0.9215382387152176,-0.3165880998479937,smac
43,dqn,atari_this_game,16,0.7428358069168909,0.21803824409121983,rs
44,dqn,atari_battle_zone,16,-1.0,-0.351603286843001,smac
45,dqn,atari_battle_zone,16,0.7182584390727683,0.1583751333950259,rs
46,dqn,box2d_lunar_lander,16,-0.8952147198653974,-0.22063445952626418,smac
47,dqn,box2d_lunar_lander,16,0.748222812879772,0.22673440119046404,rs
48,dqn,cc_acrobot,16,-0.8927974844195669,-0.1999919545833737,smac
49,dqn,cc_acrobot,16,0.9810800750231424,0.3007441535015763,rs
50,dqn,cc_cartpole,16,-0.9255824303746876,-0.29428626272086944,smac
51,dqn,cc_cartpole,16,0.913692406228745,0.40966451319405484,rs
52,dqn,cc_mountain_car,16,-0.5618003829487038,-0.09030713765707155,smac
53,dqn,cc_mountain_car,16,0.6475665720081152,0.17598542323251928,rs
54,dqn,minigrid_door_key,16,0.0,0.0,smac
55,dqn,minigrid_door_key,16,0.467847612018915,0.03367030270672206,rs
56,dqn,minigrid_empty_random,16,-0.0581079119129842,-0.014616685061323118,smac
57,dqn,minigrid_empty_random,16,0.7973366663569604,0.08253359100862896,rs
58,dqn,minigrid_four_rooms,16,-0.0686351490412462,-0.024412275407274885,smac
59,dqn,minigrid_four_rooms,16,0.8319848006596963,0.08730853893069383,rs
60,dqn,minigrid_unlock,16,0.0,0.0,smac
61,dqn,minigrid_unlock,16,0.201659102006334,0.012603693875395875,rs
62,sac,box2d_bipedal_walker,16,-0.2935917868334542,-0.0964970339999639,smac
63,sac,box2d_bipedal_walker,16,0.8053859225689983,0.24500424075174704,rs
64,sac,cc_pendulum,16,-0.5457801242911602,-0.3113672598380177,smac
65,sac,cc_pendulum,16,0.3930287409882029,0.31691984067573375,rs
66,sac,cc_continuous_mountain_car,16,-0.915335290344455,-0.4735614206335135,smac
67,sac,cc_continuous_mountain_car,16,0.915313861593344,0.6906849821264078,rs
68,sac,brax_ant,16,-0.9461345588173468,-0.4739852201655504,smac
69,sac,brax_ant,16,0.8698405129407255,0.43687464377908325,rs
70,sac,brax_halfcheetah,16,-0.9292385911867874,-0.2443891023881168,smac
71,sac,brax_halfcheetah,16,0.9385083331307272,0.29863588643609074,rs
72,sac,brax_hopper,16,-0.7707961992051611,-0.2670313022306676,smac
73,sac,brax_hopper,16,0.9062378910480728,0.4180917554550558,rs
74,sac,brax_humanoid,16,-0.8508725297448549,-0.40459064459214455,smac
75,sac,brax_humanoid,16,0.8962186176000305,0.3626425520876521,rs
76,ppo,atari_qbert,32,-0.1898745997523611,-0.06111807751297729,smac
77,ppo,atari_qbert,32,0.4813071540891689,0.07447335380733995,rs
78,ppo,atari_double_dunk,32,-0.493233222098628,-0.04658242955135325,smac
79,ppo,atari_double_dunk,32,0.1422877271041897,0.02817076844642183,rs
80,ppo,atari_this_game,32,-0.6229309541605803,-0.2508711437194628,smac
81,ppo,atari_this_game,32,0.7929659544070261,0.3030691703286411,rs
82,ppo,atari_battle_zone,32,-0.5458103583830286,-0.189201176730492,smac
83,ppo,atari_battle_zone,32,0.7152425571237307,0.30254789005716287,rs
84,ppo,box2d_lunar_lander,32,-0.8142151100756981,-0.43987495440717544,smac
85,ppo,box2d_lunar_lander,32,1.0,0.30554893479859624,rs
86,ppo,box2d_bipedal_walker,32,-0.70339199331693,-0.34057553143830055,smac
87,ppo,box2d_bipedal_walker,32,0.8098080842007453,0.3225657570144165,rs
88,ppo,cc_acrobot,32,-0.9822634954552042,-0.7156997191980656,smac
89,ppo,cc_acrobot,32,0.9977838456638708,0.744438862960183,rs
90,ppo,cc_cartpole,32,-0.953392659817188,-0.5166759507226024,smac
91,ppo,cc_cartpole,32,1.0,0.6809410414487396,rs
92,ppo,cc_mountain_car,32,-0.0990432122536281,-0.018570602297555267,smac
93,ppo,cc_mountain_car,32,0.3356483577801106,0.01896597802635945,rs
94,ppo,cc_pendulum,32,-0.5509645381522816,-0.2640623509468818,smac
95,ppo,cc_pendulum,32,0.4989143632200322,0.27797973446395696,rs
96,ppo,cc_continuous_mountain_car,32,-0.9691170871855008,-0.6353695623859407,smac
97,ppo,cc_continuous_mountain_car,32,0.9906416807774764,0.625696495489971,rs
98,ppo,minigrid_door_key,32,-0.999959184567067,-0.44998469187302925,smac
99,ppo,minigrid_door_key,32,0.9998862672014416,0.23113339503479366,rs
100,ppo,minigrid_empty_random,32,-0.9993101135016268,-0.32800919658841005,smac
101,ppo,minigrid_empty_random,32,0.999520709128155,0.6258938595715977,rs
102,ppo,minigrid_four_rooms,32,-0.7861768165789023,-0.38738920272809124,smac
103,ppo,minigrid_four_rooms,32,0.7526587053570877,0.19542355469595107,rs
104,ppo,minigrid_unlock,32,-0.4619809258640587,-0.016608374148627158,smac
105,ppo,minigrid_unlock,32,0.1925205117721576,0.010984688723947813,rs
106,ppo,brax_ant,32,-0.9931995032872994,-0.3730014116207026,smac
107,ppo,brax_ant,32,0.9577574894496104,0.29926769775814144,rs
108,ppo,brax_halfcheetah,32,-0.7037777115418894,-0.2397889441399443,smac
109,ppo,brax_halfcheetah,32,1.0,0.19725319214416787,rs
110,ppo,brax_hopper,32,-0.9343653693839266,-0.5347031845240564,smac
111,ppo,brax_hopper,32,1.0,0.5008775298651185,rs
112,ppo,brax_humanoid,32,-0.8967660357729182,-0.31624946485244265,smac
113,ppo,brax_humanoid,32,0.9749389922456764,0.33534710238230475,rs
114,dqn,atari_qbert,32,-0.579858866910347,-0.11377236260632369,smac
115,dqn,atari_qbert,32,0.6344502015736487,0.0787036445792452,rs
116,dqn,atari_double_dunk,32,-0.7384174908901614,-0.2368883394065589,smac
117,dqn,atari_double_dunk,32,0.6811556480999479,0.1700774336283185,rs
118,dqn,atari_this_game,32,-0.9215382387152176,-0.3719583434710704,smac
119,dqn,atari_this_game,32,0.7428358069168909,0.20283183299085109,rs
120,dqn,atari_battle_zone,32,-0.925888014800918,-0.39921563219194744,smac
121,dqn,atari_battle_zone,32,0.7182584390727683,0.1443074616203307,rs
122,dqn,box2d_lunar_lander,32,-0.5357369998218864,-0.1863398712925841,smac
123,dqn,box2d_lunar_lander,32,0.748222812879772,0.24978980182947869,rs
124,dqn,cc_acrobot,32,-0.9810800750231424,-0.39707637849213534,smac
125,dqn,cc_acrobot,32,0.9904593584626178,0.41432404373070497,rs
126,dqn,cc_cartpole,32,-0.9255824303746876,-0.29243270046057507,smac
127,dqn,cc_cartpole,32,0.9326269897319784,0.44065081857423927,rs
128,dqn,cc_mountain_car,32,-0.808817750176419,-0.06491855829048598,smac
129,dqn,cc_mountain_car,32,0.6899724595473177,0.17811801489436424,rs
130,dqn,minigrid_door_key,32,0.0,0.0,smac
131,dqn,minigrid_door_key,32,0.467847612018915,0.03841562087590253,rs
132,dqn,minigrid_empty_random,32,-0.3218926820592002,-0.07172858373246972,smac
133,dqn,minigrid_empty_random,32,0.9876866669772012,0.09794563914031242,rs
134,dqn,minigrid_four_rooms,32,-0.176710365371185,-0.04103831181010197,smac
135,dqn,minigrid_four_rooms,32,0.8319848006596963,0.09970431575240835,rs
136,dqn,minigrid_unlock,32,0.0,0.0,smac
137,dqn,minigrid_unlock,32,0.201659102006334,0.006301846937697937,rs
138,sac,box2d_bipedal_walker,32,-0.4035061088117161,-0.18902481280504982,smac
139,sac,box2d_bipedal_walker,32,0.9311850791746976,0.2243122416761759,rs
140,sac,cc_pendulum,32,-0.4723789291868008,-0.29579959474463335,smac
141,sac,cc_pendulum,32,0.6203913878759139,0.3501492125279285,rs
142,sac,cc_continuous_mountain_car,32,-0.915335290344455,-0.6334289377188207,smac
143,sac,cc_continuous_mountain_car,32,1.0,0.7290432384670336,rs
144,sac,brax_ant,32,-0.9461345588173468,-0.57674221963009,smac
145,sac,brax_ant,32,0.8698405129407255,0.41191610843498905,rs
146,sac,brax_halfcheetah,32,-0.8684741351650253,-0.39310298599376264,smac
147,sac,brax_halfcheetah,32,0.9385083331307272,0.25596667935979744,rs
148,sac,brax_hopper,32,-0.85794036349044,-0.369947805694253,smac
149,sac,brax_hopper,32,0.9062378910480728,0.4237758040802535,rs
150,sac,brax_humanoid,32,-0.8508725297448549,-0.4202918646509749,smac
151,sac,brax_humanoid,32,0.8962186176000305,0.3038233958352127,rs
152,ppo,atari_qbert,64,-0.1374814839045214,-0.05578820191400342,smac
153,ppo,atari_qbert,64,0.7015988159218637,0.0827490887314676,rs
154,ppo,atari_double_dunk,64,-0.493233222098628,-0.09719856553578039,smac
155,ppo,atari_double_dunk,64,0.7985724879495736,0.04468361837226535,rs
156,ppo,atari_this_game,64,-0.8071208378479519,-0.2908065765632375,smac
157,ppo,atari_this_game,64,0.7929659544070261,0.2988747018192041,rs
158,ppo,atari_battle_zone,64,-0.6925303119998931,-0.3107893439696516,smac
159,ppo,atari_battle_zone,64,0.8069459746612712,0.28336376677865044,rs
160,ppo,box2d_lunar_lander,64,-0.8142151100756981,-0.4345400104792291,smac
161,ppo,box2d_lunar_lander,64,1.0,0.29438632710631446,rs
162,ppo,box2d_bipedal_walker,64,-0.8770528541412516,-0.2547120510645209,smac
163,ppo,box2d_bipedal_walker,64,0.8742172576720251,0.31981578347646256,rs
164,ppo,cc_acrobot,64,-0.9964192204911304,-0.6404696034669688,smac
